ratio	DB	avg	lat
100%	Calcspar	0.194	0.564
100%	Calcspar	0.193	0.563
100%	Calcspar	0.184	0.546
100%	Calcspar	0.187	0.557
100%	Calcspar	0.19	0.564
100%	Calcspar	0.184	0.56
100%	Calcspar	0.191	0.561
100%	Calcspar	0.188	0.564
100%	Calcspar	0.188	0.56
100%	Calcspar	0.183	0.525
100%	Calcspar	0.187	0.546
100%	Calcspar	0.181	0.47
100%	Calcspar	0.188	0.555
100%	Calcspar	0.178	0.543
100%	Calcspar	0.188	0.551
100%	Calcspar	0.197	0.543
100%	Calcspar	0.191	0.531
100%	Calcspar	0.185	0.458
100%	Calcspar	0.188	0.519
100%	Calcspar	0.189	0.511
100%	Calcspar	0.195	0.524
100%	Calcspar	0.191	0.511
100%	Calcspar	0.188	0.454
100%	Calcspar	0.182	0.49
100%	Calcspar	0.191	0.505
100%	Calcspar	0.172	0.504
100%	Calcspar	0.189	0.498
100%	Calcspar	0.182	0.47
100%	Calcspar	0.187	0.526
100%	Calcspar	0.187	0.475
100%	Calcspar	0.186	0.557
100%	Calcspar	0.194	0.535
100%	Calcspar	0.179	0.502
100%	Calcspar	0.187	0.566
100%	Calcspar	0.184	0.555
100%	Calcspar	0.181	0.495
100%	Calcspar	0.189	0.554
100%	Calcspar	0.196	0.555
100%	Calcspar	0.18	0.496
100%	Calcspar	0.188	0.509
100%	Calcspar	0.188	0.503
100%	Calcspar	0.181	0.506
100%	Calcspar	0.184	0.532
100%	Calcspar	0.179	0.552
100%	Calcspar	0.184	0.549
100%	Calcspar	0.193	0.495
100%	Calcspar	0.194	0.473
100%	Calcspar	0.198	0.516
100%	Calcspar	0.185	0.478
100%	Calcspar	0.184	0.47
100%	Calcspar	0.189	0.487
100%	Calcspar	0.187	0.517
100%	Calcspar	0.179	0.474
100%	Calcspar	0.195	0.469
100%	Calcspar	0.179	0.482
100%	Calcspar	0.192	0.49
100%	Calcspar	0.186	0.569
100%	Calcspar	0.192	0.558
100%	Calcspar	0.191	0.564
100%	Calcspar	0.181	0.563
100%	Calcspar	0.183	0.564
100%	Calcspar	0.194	0.566
100%	Calcspar	0.19	0.567
100%	Calcspar	0.2	0.572
100%	Calcspar	0.193	0.57
100%	Calcspar	0.189	0.56
100%	Calcspar	0.188	0.564
100%	Calcspar	0.199	0.55
100%	Calcspar	0.195	0.553
100%	Calcspar	0.19	0.53
100%	Calcspar	0.183	0.556
100%	Calcspar	0.192	0.559
100%	Calcspar	0.187	0.528
100%	Calcspar	0.189	0.543
100%	Calcspar	0.181	0.494
100%	Calcspar	0.183	0.532
100%	Calcspar	0.186	0.549
100%	Calcspar	0.189	0.494
100%	Calcspar	0.18	0.493
100%	Calcspar	0.179	0.551
100%	Calcspar	0.193	0.468
100%	Calcspar	0.188	0.526
100%	Calcspar	0.182	0.553
100%	Calcspar	0.187	0.562
100%	Calcspar	0.188	0.564
100%	Calcspar	0.188	0.55
100%	Calcspar	0.186	0.561
100%	Calcspar	0.179	0.551
100%	Calcspar	0.184	0.526
100%	Calcspar	0.188	0.554
100%	Calcspar	0.188	0.559
100%	Calcspar	0.185	0.554
100%	Calcspar	0.177	0.559
100%	Calcspar	0.185	0.554
100%	Calcspar	0.181	0.502
100%	Calcspar	0.176	0.501
100%	Calcspar	0.18	0.556
100%	Calcspar	0.185	0.556
100%	Calcspar	0.178	0.518
100%	Calcspar	0.177	0.554
100%	Calcspar	0.177	0.501
100%	Calcspar	0.19	0.555
100%	Calcspar	0.18	0.487
100%	Calcspar	0.19	0.518
100%	Calcspar	0.187	0.549
100%	Calcspar	0.182	0.532
100%	Calcspar	0.188	0.556
100%	Calcspar	0.187	0.553
100%	Calcspar	0.176	0.553
100%	Calcspar	0.191	0.506
100%	Calcspar	0.181	0.549
100%	Calcspar	0.181	0.54
100%	Calcspar	0.181	0.51
100%	Calcspar	0.18	0.5
100%	Calcspar	0.18	0.524
100%	Calcspar	0.182	0.479
100%	Calcspar	0.179	0.555
100%	Calcspar	0.178	0.464
100%	Calcspar	0.176	0.547
100%	Calcspar	0.175	0.549
100%	Calcspar	0.181	0.559
100%	Calcspar	0.182	0.471
100%	Calcspar	0.176	0.485
100%	Calcspar	0.184	0.518
100%	Calcspar	0.182	0.554
100%	Calcspar	0.184	0.5
100%	Calcspar	0.183	0.548
100%	Calcspar	0.178	0.515
100%	Calcspar	0.178	0.549
100%	Calcspar	0.175	0.539
100%	Calcspar	0.175	0.55
100%	Calcspar	0.177	0.554
100%	Calcspar	0.18	0.556
100%	Calcspar	0.188	0.548
100%	Calcspar	0.189	0.54
100%	Calcspar	0.18	0.56
100%	Calcspar	0.181	0.559
100%	Calcspar	0.186	0.554
100%	Calcspar	0.185	0.561
100%	Calcspar	0.186	0.556
100%	Calcspar	0.187	0.558
100%	Calcspar	0.183	0.567
100%	Calcspar	0.183	0.561
100%	Calcspar	0.192	0.561
100%	Calcspar	0.187	0.566
100%	Calcspar	0.176	0.566
100%	Calcspar	0.185	0.558
100%	Calcspar	0.179	0.558
100%	Calcspar	0.18	0.543
100%	Calcspar	0.184	0.56
100%	Calcspar	0.198	0.575
100%	Calcspar	0.189	0.569
100%	Calcspar	0.185	0.566
100%	Calcspar	0.175	0.558
100%	Calcspar	0.191	0.56
100%	Calcspar	0.185	0.56
100%	Calcspar	0.189	0.562
100%	Calcspar	0.195	0.572
100%	Calcspar	0.187	0.565
100%	Calcspar	0.178	0.556
100%	Calcspar	0.186	0.557
100%	Calcspar	0.187	0.566
100%	Calcspar	0.182	0.554
100%	Calcspar	0.179	0.558
100%	Calcspar	0.183	0.556
100%	Calcspar	0.187	0.557
100%	Calcspar	0.183	0.557
100%	Calcspar	0.179	0.554
100%	Calcspar	0.18	0.551
100%	Calcspar	0.183	0.529
100%	Calcspar	0.183	0.554
100%	Calcspar	0.183	0.564
100%	Calcspar	0.178	0.569
100%	Calcspar	0.187	0.577
100%	Calcspar	0.182	0.613
100%	Calcspar	0.183	0.566
100%	Calcspar	0.182	0.561
100%	Calcspar	0.183	0.561
100%	Calcspar	0.187	0.555
100%	Calcspar	0.186	0.557
100%	Calcspar	0.194	0.532
100%	Calcspar	0.181	0.559
100%	Calcspar	0.185	0.563
100%	Calcspar	0.193	0.558
100%	Calcspar	0.185	0.5
100%	Calcspar	0.188	0.536
100%	Calcspar	0.183	0.559
100%	Calcspar	0.184	0.505
100%	Calcspar	0.189	0.551
100%	Calcspar	0.182	0.558
100%	Calcspar	0.177	0.5
100%	Calcspar	0.179	0.548
100%	Calcspar	0.181	0.544
100%	Calcspar	0.184	0.508
100%	Calcspar	0.19	0.554
100%	Calcspar	0.184	0.488
100%	Calcspar	0.183	0.489
100%	Calcspar	0.185	0.532
100%	Calcspar	0.19	0.555
100%	Calcspar	0.175	0.465
100%	Calcspar	0.186	0.491
100%	Calcspar	0.183	0.497
100%	Calcspar	0.189	0.549
100%	Calcspar	0.185	0.484
100%	Calcspar	0.189	0.493
100%	Calcspar	0.185	0.477
100%	Calcspar	0.179	0.538
100%	Calcspar	0.18	0.507
100%	Calcspar	0.168	0.551
100%	Calcspar	0.184	0.55
100%	Calcspar	0.179	0.503
100%	Calcspar	0.185	0.561
100%	Calcspar	0.194	0.561
100%	Calcspar	0.191	0.5
100%	Calcspar	0.186	0.556
100%	Calcspar	0.187	0.519
100%	Calcspar	0.178	0.483
100%	Calcspar	0.177	0.505
100%	Calcspar	0.179	0.503
100%	Calcspar	0.184	0.501
100%	Calcspar	0.183	0.513
100%	Calcspar	0.171	0.468
100%	Calcspar	0.176	0.492
100%	Calcspar	0.179	0.49
100%	Calcspar	0.185	0.475
100%	Calcspar	0.19	0.473
100%	Calcspar	0.187	0.561
100%	Calcspar	0.182	0.547
100%	Calcspar	0.182	0.555
100%	Calcspar	0.182	0.471
100%	Calcspar	0.196	0.558
100%	Calcspar	0.187	0.554
100%	Calcspar	0.181	0.557
100%	Calcspar	0.183	0.518
100%	Calcspar	0.181	0.505
100%	Calcspar	0.174	0.558
100%	Calcspar	0.173	0.561
100%	Calcspar	0.196	0.576
100%	Calcspar	0.186	0.569
100%	Calcspar	0.177	0.565
100%	Calcspar	0.185	0.562
100%	Calcspar	0.182	0.56
100%	Calcspar	0.192	0.565
100%	Calcspar	0.185	0.522
100%	Calcspar	0.178	0.523
100%	Calcspar	0.182	0.502
100%	Calcspar	0.183	0.521
100%	Calcspar	0.186	0.564
100%	Calcspar	0.184	0.56
100%	Calcspar	0.179	0.474
100%	Calcspar	0.182	0.485
100%	Calcspar	0.182	0.537
100%	Calcspar	0.177	0.53
100%	Calcspar	0.18	0.556
100%	Calcspar	0.177	0.498
100%	Calcspar	0.179	0.555
100%	Calcspar	0.179	0.513
100%	Calcspar	0.179	0.511
100%	Calcspar	0.183	0.489
100%	Calcspar	0.167	0.476
100%	Calcspar	0.179	0.48
100%	Calcspar	0.188	0.554
100%	Calcspar	0.183	0.527
100%	Calcspar	0.185	0.563
100%	Calcspar	0.182	0.553
100%	Calcspar	0.174	0.555
100%	Calcspar	0.181	0.554
100%	Calcspar	0.179	0.559
100%	Calcspar	0.176	0.489
100%	Calcspar	0.177	0.542
100%	Calcspar	0.171	0.479
100%	Calcspar	0.181	0.563
100%	Calcspar	0.182	0.554
100%	Calcspar	0.188	0.51
100%	Calcspar	0.186	0.557
100%	Calcspar	0.191	0.495
100%	Calcspar	0.171	0.551
100%	Calcspar	0.179	0.554
100%	Calcspar	0.177	0.55
100%	Calcspar	0.183	0.562
100%	Calcspar	0.177	0.552
100%	Calcspar	0.178	0.462
100%	Calcspar	0.176	0.551
100%	Calcspar	0.18	0.55
100%	Calcspar	0.179	0.526
100%	Calcspar	0.184	0.519
100%	Calcspar	0.173	0.484
100%	Calcspar	0.181	0.553
100%	Calcspar	0.172	0.54
100%	Calcspar	0.172	0.547
100%	Calcspar	0.172	0.552
100%	Calcspar	0.172	0.554
100%	Calcspar	0.179	0.555
100%	Calcspar	0.175	0.503
100%	Calcspar	0.172	0.553
100%	Calcspar	0.178	0.553
100%	Calcspar	0.177	0.515
100%	Calcspar	0.175	0.497
100%	Calcspar	0.171	0.518
100%	Calcspar	0.173	0.549
100%	Calcspar	0.178	0.554
100%	Calcspar	0.174	0.552
100%	Calcspar	0.173	0.555
100%	Calcspar	0.176	0.553
100%	Calcspar	0.171	0.494
100%	Calcspar	0.171	0.537
100%	Calcspar	0.181	0.556
100%	Calcspar	0.169	0.547
100%	Calcspar	0.176	0.52
100%	Calcspar	0.181	0.558
100%	Calcspar	0.176	0.552
100%	Calcspar	0.174	0.55
100%	Calcspar	0.172	0.555
100%	Calcspar	0.173	0.553
100%	Calcspar	0.175	0.554
100%	Calcspar	0.176	0.561
100%	Calcspar	0.182	0.556
100%	Calcspar	0.173	0.56
100%	Calcspar	0.171	0.553
100%	Calcspar	0.181	0.566
100%	Calcspar	0.186	0.575
100%	Calcspar	0.186	0.565
100%	Calcspar	0.178	0.568
100%	Calcspar	0.18	0.562
100%	Calcspar	0.173	0.557
100%	Calcspar	0.169	0.556
100%	Calcspar	0.174	0.559
100%	Calcspar	0.183	0.559
100%	Calcspar	0.178	0.563
100%	Calcspar	0.181	0.575
100%	Calcspar	0.18	0.564
100%	Calcspar	0.177	0.559
80%	RocksDB	0.411	0.411
80%	RocksDB	0.328	0.574
80%	RocksDB	0.322	0.571
80%	RocksDB	0.325	0.571
80%	RocksDB	0.328	0.571
80%	RocksDB	0.329	0.577
80%	RocksDB	0.325	0.609
80%	RocksDB	0.324	0.665
80%	RocksDB	0.328	0.579
80%	RocksDB	0.326	0.57
80%	RocksDB	0.32	0.569
80%	RocksDB	0.324	0.571
80%	RocksDB	0.324	0.571
80%	RocksDB	0.329	0.577
80%	RocksDB	0.322	0.578
80%	RocksDB	0.326	0.575
80%	RocksDB	0.315	0.568
80%	RocksDB	0.318	0.586
80%	RocksDB	0.317	0.578
80%	RocksDB	0.319	0.572
80%	RocksDB	0.327	0.581
80%	RocksDB	0.318	0.573
80%	RocksDB	0.316	0.572
80%	RocksDB	0.322	0.571
80%	RocksDB	0.319	0.57
80%	RocksDB	0.317	0.572
80%	RocksDB	0.316	0.568
80%	RocksDB	0.323	0.571
80%	RocksDB	0.32	0.574
80%	RocksDB	0.32	0.575
80%	RocksDB	0.313	0.57
80%	RocksDB	0.308	0.571
80%	RocksDB	0.307	0.567
80%	RocksDB	0.31	0.573
80%	RocksDB	0.31	0.568
80%	RocksDB	0.307	0.568
80%	RocksDB	0.318	0.574
80%	RocksDB	0.311	0.567
80%	RocksDB	0.309	0.568
80%	RocksDB	0.309	0.566
80%	RocksDB	0.303	0.568
80%	RocksDB	0.315	0.575
80%	RocksDB	0.308	0.573
80%	RocksDB	0.308	0.57
80%	RocksDB	0.305	0.576
80%	RocksDB	0.3	0.568
80%	RocksDB	0.302	0.574
80%	RocksDB	0.31	0.569
80%	RocksDB	0.307	0.57
80%	RocksDB	0.294	0.571
80%	RocksDB	0.302	0.567
80%	RocksDB	0.3	0.57
80%	RocksDB	0.299	0.569
80%	RocksDB	0.296	0.568
80%	RocksDB	0.298	0.57
80%	RocksDB	0.293	0.569
80%	RocksDB	0.289	0.565
80%	RocksDB	0.296	0.566
80%	RocksDB	0.304	0.569
80%	RocksDB	0.297	0.57
80%	RocksDB	0.286	0.568
80%	RocksDB	0.293	0.571
80%	RocksDB	0.289	0.565
80%	RocksDB	0.285	0.566
80%	RocksDB	0.291	0.568
80%	RocksDB	0.613	1.299
80%	RocksDB	0.87	1.622
80%	RocksDB	0.862	1.426
80%	RocksDB	0.867	1.566
80%	RocksDB	0.882	1.613
80%	RocksDB	0.866	1.299
80%	RocksDB	0.873	1.457
80%	RocksDB	0.874	1.376
80%	RocksDB	0.887	1.507
80%	RocksDB	0.845	1.529
80%	RocksDB	0.857	1.541
80%	RocksDB	0.863	1.338
80%	RocksDB	0.868	1.578
80%	RocksDB	0.845	1.512
80%	RocksDB	0.838	1.38
80%	RocksDB	0.835	1.498
80%	RocksDB	0.84	1.52
80%	RocksDB	0.859	1.662
80%	RocksDB	0.85	1.298
80%	RocksDB	0.857	1.299
80%	RocksDB	0.848	1.3
80%	RocksDB	0.854	1.391
80%	RocksDB	0.82	1.448
80%	RocksDB	0.845	1.493
80%	RocksDB	0.837	1.633
80%	RocksDB	0.851	1.74
80%	RocksDB	0.843	1.411
80%	RocksDB	0.833	1.364
80%	RocksDB	0.826	1.652
80%	RocksDB	0.832	1.299
80%	RocksDB	0.828	1.298
80%	RocksDB	0.826	1.299
80%	RocksDB	0.807	1.299
80%	RocksDB	0.824	1.477
80%	RocksDB	0.821	1.299
80%	RocksDB	0.822	1.596
80%	RocksDB	0.834	1.613
80%	RocksDB	0.825	1.714
80%	RocksDB	0.813	1.3
80%	RocksDB	0.809	1.404
80%	RocksDB	0.822	1.298
80%	RocksDB	0.796	1.647
80%	RocksDB	0.806	1.341
80%	RocksDB	0.791	1.712
80%	RocksDB	0.815	1.611
80%	RocksDB	0.786	1.596
80%	RocksDB	0.775	1.379
80%	RocksDB	0.793	1.621
80%	RocksDB	0.788	1.365
80%	RocksDB	0.785	1.321
80%	RocksDB	0.773	1.49
80%	RocksDB	0.8	1.35
80%	RocksDB	0.785	1.324
80%	RocksDB	0.785	1.299
80%	RocksDB	0.785	1.299
80%	RocksDB	0.806	1.299
80%	RocksDB	0.804	1.3
80%	RocksDB	0.777	1.298
80%	RocksDB	0.785	1.538
80%	RocksDB	0.771	1.299
80%	RocksDB	0.759	1.298
80%	RocksDB	0.779	1.641
80%	RocksDB	0.767	1.3
80%	RocksDB	0.765	1.527
80%	RocksDB	0.763	1.298
80%	RocksDB	0.754	1.395
80%	RocksDB	0.742	1.3
80%	RocksDB	0.766	1.437
80%	RocksDB	0.767	1.423
80%	RocksDB	0.779	1.472
80%	RocksDB	0.717	1.3
80%	RocksDB	0.695	1.414
80%	RocksDB	0.734	1.299
80%	RocksDB	0.729	1.298
80%	RocksDB	0.642	1.349
80%	RocksDB	0.752	1.3
80%	RocksDB	0.686	1.486
80%	RocksDB	0.651	1.521
80%	RocksDB	0.674	1.299
80%	RocksDB	0.72	1.447
80%	RocksDB	0.654	1.297
80%	RocksDB	0.666	1.3
80%	RocksDB	0.262	1.109
80%	RocksDB	0.241	0.564
80%	RocksDB	0.241	0.571
80%	RocksDB	0.248	0.566
80%	RocksDB	0.253	0.569
80%	RocksDB	0.255	0.57
80%	RocksDB	0.25	0.567
80%	RocksDB	0.243	0.568
80%	RocksDB	0.255	0.671
80%	RocksDB	0.249	0.567
80%	RocksDB	0.25	0.567
80%	RocksDB	0.24	0.574
80%	RocksDB	0.24	0.565
80%	RocksDB	0.229	0.563
80%	RocksDB	0.245	0.563
80%	RocksDB	0.246	0.51
80%	RocksDB	0.249	0.575
80%	RocksDB	0.248	0.564
80%	RocksDB	0.246	0.567
80%	RocksDB	0.253	0.572
80%	RocksDB	0.245	0.572
80%	RocksDB	0.252	0.562
80%	RocksDB	0.251	0.566
80%	RocksDB	0.259	0.567
80%	RocksDB	0.248	0.569
80%	RocksDB	0.254	0.569
80%	RocksDB	0.248	0.567
80%	RocksDB	0.242	0.564
80%	RocksDB	0.251	0.556
80%	RocksDB	0.228	0.56
80%	RocksDB	0.247	0.532
80%	RocksDB	0.238	0.567
80%	RocksDB	0.253	0.561
80%	RocksDB	0.242	0.561
80%	RocksDB	0.248	0.566
80%	RocksDB	0.247	0.491
80%	RocksDB	0.246	0.562
80%	RocksDB	0.236	0.561
80%	RocksDB	0.25	0.564
80%	RocksDB	0.244	0.564
80%	RocksDB	0.256	0.57
80%	RocksDB	0.259	0.575
80%	RocksDB	0.238	0.489
80%	RocksDB	0.238	0.569
80%	RocksDB	0.237	0.482
80%	RocksDB	0.241	0.53
80%	RocksDB	0.249	0.568
80%	RocksDB	0.246	0.565
80%	RocksDB	0.251	0.503
80%	RocksDB	0.257	0.505
80%	RocksDB	0.254	0.571
80%	RocksDB	0.248	0.567
80%	RocksDB	0.242	0.561
80%	RocksDB	0.248	0.566
80%	RocksDB	0.249	0.566
80%	RocksDB	0.238	0.567
80%	RocksDB	0.254	0.571
80%	RocksDB	0.245	0.568
80%	RocksDB	0.249	0.514
80%	RocksDB	0.257	0.568
80%	RocksDB	0.252	0.571
80%	RocksDB	0.249	0.567
80%	RocksDB	0.243	0.562
80%	RocksDB	0.24	0.562
80%	RocksDB	0.239	0.516
80%	RocksDB	0.242	0.557
80%	RocksDB	0.238	0.561
80%	RocksDB	0.245	0.561
80%	RocksDB	0.248	0.557
80%	RocksDB	0.237	0.497
80%	RocksDB	0.233	0.561
80%	RocksDB	0.247	0.541
80%	RocksDB	0.251	0.569
80%	RocksDB	0.242	0.556
80%	RocksDB	0.24	0.579
80%	RocksDB	0.245	0.506
80%	RocksDB	0.244	0.489
80%	RocksDB	0.24	0.563
80%	RocksDB	0.254	0.565
80%	RocksDB	0.262	0.568
80%	RocksDB	0.251	0.568
80%	RocksDB	0.248	0.574
80%	RocksDB	0.253	0.571
80%	RocksDB	0.252	0.567
80%	RocksDB	0.252	0.501
80%	RocksDB	0.243	0.564
80%	RocksDB	0.252	0.57
80%	RocksDB	0.248	0.567
80%	RocksDB	0.247	0.564
80%	RocksDB	0.248	0.566
80%	RocksDB	0.233	0.559
80%	RocksDB	0.252	0.564
80%	RocksDB	0.246	0.567
80%	RocksDB	0.24	0.568
80%	RocksDB	0.243	0.565
80%	RocksDB	0.249	0.565
80%	RocksDB	0.251	0.564
80%	RocksDB	0.243	0.564
80%	RocksDB	0.246	0.569
80%	RocksDB	0.241	0.568
80%	RocksDB	0.239	0.564
80%	RocksDB	0.239	0.559
80%	RocksDB	0.246	0.565
80%	RocksDB	0.244	0.562
80%	RocksDB	0.241	0.565
80%	RocksDB	0.242	0.567
80%	RocksDB	0.272	1.209
80%	RocksDB	0.722	1.298
80%	RocksDB	0.706	1.298
80%	RocksDB	0.719	1.463
80%	RocksDB	0.737	1.336
80%	RocksDB	0.705	1.38
80%	RocksDB	0.713	1.297
80%	RocksDB	0.743	1.338
80%	RocksDB	0.749	1.683
80%	RocksDB	0.716	1.297
80%	RocksDB	0.704	1.299
80%	RocksDB	0.762	1.3
80%	RocksDB	0.728	1.3
80%	RocksDB	0.754	1.371
80%	RocksDB	0.74	1.544
80%	RocksDB	0.745	1.484
80%	RocksDB	0.76	1.298
80%	RocksDB	0.747	1.38
80%	RocksDB	0.744	1.299
80%	RocksDB	0.751	1.562
80%	RocksDB	0.748	1.299
80%	RocksDB	0.738	1.299
80%	RocksDB	0.748	1.299
80%	RocksDB	0.768	1.49
80%	RocksDB	0.745	1.349
80%	RocksDB	0.732	1.372
80%	RocksDB	0.744	1.298
80%	RocksDB	0.736	1.298
80%	RocksDB	0.746	1.385
80%	RocksDB	0.757	1.298
80%	RocksDB	0.744	1.433
80%	RocksDB	0.738	1.297
80%	RocksDB	0.728	1.298
80%	RocksDB	0.729	1.322
80%	RocksDB	0.75	1.438
80%	RocksDB	0.742	1.486
80%	RocksDB	0.751	1.521
80%	RocksDB	0.733	1.525
80%	RocksDB	0.744	1.298
80%	RocksDB	0.71	1.517
80%	RocksDB	0.714	1.367
80%	RocksDB	0.743	1.4
80%	RocksDB	0.762	1.65
80%	RocksDB	0.729	1.299
80%	RocksDB	0.744	1.3
80%	RocksDB	0.736	1.391
80%	RocksDB	0.742	1.299
80%	RocksDB	0.723	1.298
80%	RocksDB	0.716	1.299
80%	RocksDB	0.746	1.297
80%	RocksDB	0.756	1.296
80%	RocksDB	0.752	1.299
80%	RocksDB	0.71	1.298
80%	RocksDB	0.723	1.332
80%	RocksDB	0.753	1.299
80%	RocksDB	0.746	1.298
80%	RocksDB	0.757	1.299
80%	RocksDB	0.709	1.419
80%	RocksDB	0.744	1.3
80%	RocksDB	0.716	1.298
80%	RocksDB	0.728	1.468
80%	RocksDB	0.57	1.298
80%	RocksDB	0.704	1.478
80%	RocksDB	0.711	1.298
80%	RocksDB	0.392	1.284
80%	RocksDB	0.652	1.37
80%	RocksDB	0.717	1.299
80%	RocksDB	0.731	1.647
80%	RocksDB	0.644	1.3
80%	RocksDB	0.329	1.265
80%	RocksDB	0.455	1.293
80%	RocksDB	0.728	1.296
80%	RocksDB	0.542	1.295
80%	RocksDB	0.412	1.288
80%	RocksDB	0.238	0.564
80%	RocksDB	0.24	0.565
80%	RocksDB	0.243	0.563
80%	RocksDB	0.239	0.565
80%	RocksDB	0.243	0.565
80%	RocksDB	0.246	0.561
80%	RocksDB	0.237	0.569
80%	RocksDB	0.245	0.564
80%	RocksDB	0.246	0.566
80%	RocksDB	0.241	0.568
80%	RocksDB	0.243	0.559
80%	RocksDB	0.249	0.564
80%	RocksDB	0.248	0.564
80%	RocksDB	0.246	0.568
80%	RocksDB	0.246	0.562
80%	RocksDB	0.253	0.569
80%	RocksDB	0.236	0.566
80%	RocksDB	0.253	0.566
80%	RocksDB	0.247	0.568
80%	RocksDB	0.25	0.568
80%	RocksDB	0.239	0.563
80%	RocksDB	0.237	0.528
80%	RocksDB	0.248	0.563
80%	RocksDB	0.24	0.562
80%	RocksDB	0.254	0.577
80%	RocksDB	0.248	0.561
80%	RocksDB	0.234	0.561
80%	RocksDB	0.246	0.569
80%	RocksDB	0.228	0.555
80%	RocksDB	0.243	0.562
80%	RocksDB	0.241	0.496
80%	RocksDB	0.248	0.475
80%	RocksDB	0.239	0.565
80%	RocksDB	0.24	0.562
80%	RocksDB	0.24	0.566
80%	RocksDB	0.246	0.557
80%	RocksDB	0.254	0.569
80%	RocksDB	0.257	0.534
80%	RocksDB	0.273	0.574
80%	RocksDB	0.277	0.576
80%	RocksDB	0.255	0.571
80%	RocksDB	0.245	0.472
80%	RocksDB	0.247	0.561
80%	RocksDB	0.242	0.49
80%	RocksDB	0.236	0.564
80%	RocksDB	0.241	0.528
80%	RocksDB	0.238	0.591
80%	RocksDB	0.244	0.561
80%	RocksDB	0.249	0.564
80%	RocksDB	0.246	0.569
80%	RocksDB	0.238	0.568
80%	RocksDB	0.255	0.566
80%	RocksDB	0.253	0.569
80%	RocksDB	0.251	0.566
80%	RocksDB	0.248	0.57
80%	RocksDB	0.241	0.567
80%	RocksDB	0.251	0.565
80%	RocksDB	0.243	0.568
80%	RocksDB	0.243	0.497
80%	RocksDB	0.235	0.537
80%	RocksDB	0.247	0.565
80%	RocksDB	0.246	0.565
80%	RocksDB	0.244	0.548
80%	RocksDB	0.246	0.564
80%	RocksDB	0.248	0.564
80%	RocksDB	0.253	0.566
80%	RocksDB	0.242	0.562
80%	RocksDB	0.247	0.569
80%	RocksDB	0.249	0.564
80%	RocksDB	0.248	0.568
80%	RocksDB	0.241	0.568
80%	RocksDB	0.245	0.565
80%	RocksDB	0.245	0.564
80%	RocksDB	0.257	0.568
80%	RocksDB	0.244	0.567
80%	RocksDB	0.245	0.567
80%	RocksDB	0.253	0.576
80%	RocksDB	0.248	0.564
80%	RocksDB	0.247	0.569
80%	RocksDB	0.251	0.566
80%	RocksDB	0.246	0.564
80%	RocksDB	0.25	0.564
80%	RocksDB	0.248	0.563
80%	RocksDB	0.234	0.513
80%	RocksDB	0.244	0.564
80%	RocksDB	0.242	0.56
80%	RocksDB	0.236	0.564
80%	RocksDB	0.246	0.564
80%	RocksDB	0.243	0.564
80%	RocksDB	0.242	0.564
80%	RocksDB	0.242	0.565
80%	RocksDB	0.238	0.563
80%	RocksDB	0.244	0.564
80%	RocksDB	0.247	0.565
80%	RocksDB	0.246	0.568
80%	RocksDB	0.246	0.564
80%	RocksDB	0.245	0.568
80%	RocksDB	0.252	0.563
80%	RocksDB	0.247	0.565
80%	RocksDB	0.246	0.57
80%	RocksDB	0.247	0.568
80%	RocksDB	0.247	0.565
80%	RocksDB	0.245	0.565
80%	RocksDB	0.24	0.563
80%	RocksDB	0.245	0.564
80%	RocksDB	0.242	0.562
80%	RocksDB	0.284	1.222
80%	RocksDB	0.725	1.299
80%	RocksDB	0.712	1.427
80%	RocksDB	0.749	1.488
80%	RocksDB	0.719	1.3
80%	RocksDB	0.747	1.472
80%	RocksDB	0.736	1.299
80%	RocksDB	0.749	1.298
80%	RocksDB	0.731	1.478
80%	RocksDB	0.74	1.298
80%	RocksDB	0.731	1.297
80%	RocksDB	0.756	1.401
80%	RocksDB	0.728	1.3
80%	RocksDB	0.734	1.415
80%	RocksDB	0.75	1.375
80%	RocksDB	0.741	1.635
80%	RocksDB	0.726	1.567
80%	RocksDB	0.73	1.444
80%	RocksDB	0.766	1.533
80%	RocksDB	0.756	1.3
80%	RocksDB	0.705	1.299
80%	RocksDB	0.742	1.298
80%	RocksDB	0.745	1.484
80%	RocksDB	0.742	1.298
80%	RocksDB	0.74	1.297
80%	RocksDB	0.713	1.298
80%	RocksDB	0.747	1.557
80%	RocksDB	0.75	1.299
80%	RocksDB	0.746	1.3
80%	RocksDB	0.759	1.522
80%	RocksDB	0.754	1.506
80%	RocksDB	0.766	1.411
80%	RocksDB	0.736	1.704
80%	RocksDB	0.745	1.378
80%	RocksDB	0.762	1.47
80%	RocksDB	0.7	1.561
80%	RocksDB	0.743	1.3
80%	RocksDB	0.735	1.298
80%	RocksDB	0.732	1.479
80%	RocksDB	0.77	1.367
80%	RocksDB	0.76	1.299
80%	RocksDB	0.735	1.296
80%	RocksDB	0.752	1.3
80%	RocksDB	0.707	1.297
80%	RocksDB	0.742	1.386
80%	RocksDB	0.728	1.298
80%	RocksDB	0.747	1.297
80%	RocksDB	0.738	1.585
80%	RocksDB	0.72	1.401
80%	RocksDB	0.742	1.299
80%	RocksDB	0.74	1.297
80%	RocksDB	0.742	1.627
80%	RocksDB	0.714	1.298
80%	RocksDB	0.659	1.298
80%	RocksDB	0.739	1.298
80%	RocksDB	0.74	1.299
80%	RocksDB	0.649	1.298
